Entfernung,Start,Ziel
2,PEINE  (Westteil) (A 2),PEINE  (Ostteil) (A 2)
2,PEINE  (Ostteil) (A 2),PEINE  (Westteil) (A 2)
10,PEINE  (Ostteil) (A 2),KREUZ WENDEBURG
10,KREUZ WENDEBURG,PEINE  (Ostteil) (A 2)
1,KREUZ WENDEBURG,BRAUNSCHWEIG - WATENBUETTEL (A 2)
1,BRAUNSCHWEIG - WATENBUETTEL (A 2),KREUZ WENDEBURG
3,BRAUNSCHWEIG - WATENBUETTEL (A 2),BRAUNSCHWEIG - HAFEN (A 2)
3,BRAUNSCHWEIG - HAFEN (A 2),BRAUNSCHWEIG - WATENBUETTEL (A 2)
3,BRAUNSCHWEIG - HAFEN (A 2),KREUZ BRAUNSCHWEIG - NORD
3,KREUZ BRAUNSCHWEIG - NORD,BRAUNSCHWEIG - HAFEN (A 2)
3,KREUZ BRAUNSCHWEIG - NORD,BRAUNSCHWEIG - FLUGHAFEN (A 2)
3,BRAUNSCHWEIG - FLUGHAFEN (A 2),KREUZ BRAUNSCHWEIG - NORD
5,BRAUNSCHWEIG - FLUGHAFEN (A 2),KREUZ BRAUNSCHWEIG - OST
5,KREUZ BRAUNSCHWEIG - OST,BRAUNSCHWEIG - FLUGHAFEN (A 2)
7,KREUZ BRAUNSCHWEIG - OST,KREUZ WOLFSBURG / KOENIGSLUTTER
7,KREUZ WOLFSBURG / KOENIGSLUTTER,KREUZ BRAUNSCHWEIG - OST
6,KREUZ WOLFSBURG / KOENIGSLUTTER,KOENIGSLUTTER (A 2)
6,KOENIGSLUTTER (A 2),KREUZ WOLFSBURG / KOENIGSLUTTER
8,KOENIGSLUTTER (A 2),RENNAU (A 2)
8,RENNAU (A 2),KOENIGSLUTTER (A 2)
5,RENNAU (A 2),HELMSTEDT - WEST (A 2)
5,HELMSTEDT - WEST (A 2),RENNAU (A 2)
3,HELMSTEDT - WEST (A 2),HELMSTEDT - ZENTRUM (A 2)
3,HELMSTEDT - ZENTRUM (A 2),HELMSTEDT - WEST (A 2)
4,HELMSTEDT - ZENTRUM (A 2),HELMSTEDT - OST (A 2)
4,HELMSTEDT - OST (A 2),HELMSTEDT - ZENTRUM (A 2)
1.5,HELMSTEDT - OST (A 2),MARIENBORN / HELMSTEDT (A 2)
1.5,MARIENBORN / HELMSTEDT (A 2),HELMSTEDT - OST (A 2)
4,MARIENBORN / HELMSTEDT (A 2),ALLERINGERSLEBEN (A 2)
4,ALLERINGERSLEBEN (A 2),MARIENBORN / HELMSTEDT (A 2)
9,ALLERINGERSLEBEN (A 2),EILSLEBEN (A 2)
9,EILSLEBEN (A 2),ALLERINGERSLEBEN (A 2)
6,EILSLEBEN (A 2),BORNSTEDT (A 2)
6,BORNSTEDT (A 2),EILSLEBEN (A 2)
9,BORNSTEDT (A 2),IRXLEBEN (A 2)
9,IRXLEBEN (A 2),BORNSTEDT (A 2)
4,IRXLEBEN (A 2),KREUZ MAGDEBURG
4,KREUZ MAGDEBURG,IRXLEBEN (A 2)
3,KREUZ MAGDEBURG,MAGDEBURG - KANNENSTIEG (A 2)
3,MAGDEBURG - KANNENSTIEG (A 2),KREUZ MAGDEBURG
2,MAGDEBURG - KANNENSTIEG (A 2),MAGDEBURG - ZENTRUM (A 2)
2,MAGDEBURG - ZENTRUM (A 2),MAGDEBURG - KANNENSTIEG (A 2)
4,MAGDEBURG - ZENTRUM (A 2),MAGDEBURG - ROTHENSEE (A 2)
4,MAGDEBURG - ROTHENSEE (A 2),MAGDEBURG - ZENTRUM (A 2)
4,MAGDEBURG - ROTHENSEE (A 2),LOSTAU (A 2)
4,LOSTAU (A 2),MAGDEBURG - ROTHENSEE (A 2)
7,LOSTAU (A 2),BURG - ZENTRUM (A 2)
7,BURG - ZENTRUM (A 2),LOSTAU (A 2)
5,BURG - ZENTRUM (A 2),BURG - OST (A 2)
5,BURG - OST (A 2),BURG - ZENTRUM (A 2)
12,BURG - OST (A 2),THEESSEN (A 2)
12,THEESSEN (A 2),BURG - OST (A 2)
13,THEESSEN (A 2),ZIESAR (A 2)
13,ZIESAR (A 2),THEESSEN (A 2)
15,ZIESAR (A 2),WOLLIN (A 2)
15,WOLLIN (A 2),ZIESAR (A 2)
13,WOLLIN (A 2),BRANDENBURG (A 2)
13,BRANDENBURG (A 2),WOLLIN (A 2)
7,BRANDENBURG (A 2),NETZEN (A 2)
7,NETZEN (A 2),BRANDENBURG (A 2)
4,NETZEN (A 2),LEHNIN (A 2)
4,LEHNIN (A 2),NETZEN (A 2)
4,LEHNIN (A 2),DREIECK WERDER
4,DREIECK WERDER,LEHNIN (A 2)
5,ELTEN (A 3),EMMERICH (A 3)
5,EMMERICH (A 3),ELTEN (A 3)
15,EMMERICH (A 3),REES (A 3)
15,REES (A 3),EMMERICH (A 3)
13,REES (A 3),HAMMINKELN (A 3)
13,HAMMINKELN (A 3),REES (A 3)
13,HAMMINKELN (A 3),WESEL (A 3)
13,WESEL (A 3),HAMMINKELN (A 3)
3,WESEL (A 3),HUENXE (A 3)
3,HUENXE (A 3),WESEL (A 3)
6,HUENXE (A 3),KREUZ DINSLAKEN - OST
6,KREUZ DINSLAKEN - OST,HUENXE (A 3)
1,KREUZ DINSLAKEN - OST,DINSLAKEN - NORD (A 3)
1,DINSLAKEN - NORD (A 3),KREUZ DINSLAKEN - OST
4,DINSLAKEN - NORD (A 3),DINSLAKEN - SUED (A 3)
4,DINSLAKEN - SUED (A 3),DINSLAKEN - NORD (A 3)
3,DINSLAKEN - SUED (A 3),KREUZ OBERHAUSEN
3,KREUZ OBERHAUSEN,DINSLAKEN - SUED (A 3)
3,KREUZ OBERHAUSEN,OBERHAUSEN - HOLTEN (A 3)
3,OBERHAUSEN - HOLTEN (A 3),KREUZ OBERHAUSEN
3,OBERHAUSEN - HOLTEN (A 3),KREUZ OBERHAUSEN - WEST
3,KREUZ OBERHAUSEN - WEST,OBERHAUSEN - HOLTEN (A 3)
1,KREUZ OBERHAUSEN - WEST,OBERHAUSEN - LIRICH (A 3)
1,OBERHAUSEN - LIRICH (A 3),KREUZ OBERHAUSEN - WEST
4,OBERHAUSEN - LIRICH (A 3),KREUZ KAISERBERG
4,KREUZ KAISERBERG,OBERHAUSEN - LIRICH (A 3)
5,KREUZ KAISERBERG,KREUZ KAISERBERG
5,KREUZ KAISERBERG,KREUZ KAISERBERG
8,KREUZ KAISERBERG,KREUZ BREITSCHEID
8,KREUZ BREITSCHEID,KREUZ KAISERBERG
7,KREUZ BREITSCHEID,KREUZ RATINGEN - OST
7,KREUZ RATINGEN - OST,KREUZ BREITSCHEID
5,KREUZ RATINGEN - OST,METTMANN (A 3)
5,METTMANN (A 3),KREUZ RATINGEN - OST
8,METTMANN (A 3),KREUZ HILDEN
8,KREUZ HILDEN,METTMANN (A 3)
9,KREUZ HILDEN,SOLINGEN (A 3)
9,SOLINGEN (A 3),KREUZ HILDEN
1,SOLINGEN (A 3),DREIECK LANGENFELD
1,DREIECK LANGENFELD,SOLINGEN (A 3)
6,DREIECK LANGENFELD,LEVERKUSEN - OPLADEN (A 3)
6,LEVERKUSEN - OPLADEN (A 3),DREIECK LANGENFELD
2,LEVERKUSEN - OPLADEN (A 3),KREUZ LEVERKUSEN
2,KREUZ LEVERKUSEN,LEVERKUSEN - OPLADEN (A 3)
2,KREUZ LEVERKUSEN,LEVERKUSEN (A 3)
2,LEVERKUSEN (A 3),KREUZ LEVERKUSEN
1,LEVERKUSEN (A 3),KREUZ LEVERKUSEN - SUED
1,KREUZ LEVERKUSEN - SUED,LEVERKUSEN (A 3)
4,KREUZ LEVERKUSEN - SUED,KOELN - MUELHEIM (A 3)
4,KOELN - MUELHEIM (A 3),KREUZ LEVERKUSEN - SUED
2,KOELN - MUELHEIM (A 3),KOELN - DELLBRUECK (A 3)
2,KOELN - DELLBRUECK (A 3),KOELN - MUELHEIM (A 3)
2,KOELN - DELLBRUECK (A 3),KREUZ KOELN - OST
2,KREUZ KOELN - OST,KOELN - DELLBRUECK (A 3)
4,KREUZ KOELN - OST,DREIECK KOELN - HEUMAR
4,DREIECK KOELN - HEUMAR,KREUZ KOELN - OST
3,DREIECK KOELN - HEUMAR,KOENIGSFORST (A 3)
3,KOENIGSFORST (A 3),DREIECK KOELN - HEUMAR
14,KOENIGSFORST (A 3),KREUZ LOHMAR
14,KREUZ LOHMAR,KOENIGSFORST (A 3)
6,KREUZ LOHMAR,KREUZ BONN / SIEGBURG
6,KREUZ BONN / SIEGBURG,KREUZ LOHMAR
4,KREUZ BONN / SIEGBURG,KREUZ DAMBROICH
4,KREUZ DAMBROICH,KREUZ BONN / SIEGBURG
7,KREUZ DAMBROICH,SIEBENGEBIRGE (A 3)
7,SIEBENGEBIRGE (A 3),KREUZ DAMBROICH
6,SIEBENGEBIRGE (A 3),KREUZ BAD HONNEF / LINZ
6,KREUZ BAD HONNEF / LINZ,SIEBENGEBIRGE (A 3)
9,KREUZ BAD HONNEF / LINZ,NEUSTADT (A 3)
9,NEUSTADT (A 3),KREUZ BAD HONNEF / LINZ
8,NEUSTADT (A 3),NEUWIED (A 3)
8,NEUWIED (A 3),NEUSTADT (A 3)
6,NEUWIED (A 3),DIERDORF (A 3)
6,DIERDORF (A 3),NEUWIED (A 3)
11,DIERDORF (A 3),KREUZ MOGENDORF
11,KREUZ MOGENDORF,DIERDORF (A 3)
2,KREUZ MOGENDORF,RANSBACH - BAUMBACH (A 3)
2,RANSBACH - BAUMBACH (A 3),KREUZ MOGENDORF
3,RANSBACH - BAUMBACH (A 3),DREIECK DERNBACH
3,DREIECK DERNBACH,RANSBACH - BAUMBACH (A 3)
5,DREIECK DERNBACH,MONTABAUR  (Westteil) (A 3)
5,MONTABAUR  (Westteil) (A 3),DREIECK DERNBACH
1,MONTABAUR  (Westteil) (A 3),MONTABAUR  (Ostteil) (A 3)
1,MONTABAUR  (Ostteil) (A 3),MONTABAUR  (Westteil) (A 3)
10,MONTABAUR  (Ostteil) (A 3),DIEZ (A 3)
10,DIEZ (A 3),MONTABAUR  (Ostteil) (A 3)
9,DIEZ (A 3),LIMBURG - NORD (A 3)
9,LIMBURG - NORD (A 3),DIEZ (A 3)
2,LIMBURG - NORD (A 3),LIMBURG - SUED (A 3)
2,LIMBURG - SUED (A 3),LIMBURG - NORD (A 3)
15,LIMBURG - SUED (A 3),BAD CAMBERG (A 3)
15,BAD CAMBERG (A 3),LIMBURG - SUED (A 3)
9,BAD CAMBERG (A 3),IDSTEIN (A 3)
9,IDSTEIN (A 3),BAD CAMBERG (A 3)
10,IDSTEIN (A 3),WIESBADEN / NIEDERNHAUSEN (A 3)
10,WIESBADEN / NIEDERNHAUSEN (A 3),IDSTEIN (A 3)
11,WIESBADEN / NIEDERNHAUSEN (A 3),WIESBADENER KREUZ
11,WIESBADENER KREUZ,WIESBADEN / NIEDERNHAUSEN (A 3)
7,WIESBADENER KREUZ,RAUNHEIM (A 3)
7,RAUNHEIM (A 3),WIESBADENER KREUZ
1,RAUNHEIM (A 3),MOENCHHOF - DREIECK
1,MOENCHHOF - DREIECK,RAUNHEIM (A 3)
5,MOENCHHOF - DREIECK,KELSTERBACH (A 3)
5,KELSTERBACH (A 3),MOENCHHOF - DREIECK
3,KELSTERBACH (A 3),FRANKFURT - FLUGHAFEN  (Westteil) (A 3)
3,FRANKFURT - FLUGHAFEN  (Westteil) (A 3),KELSTERBACH (A 3)
0.5,FRANKFURT - FLUGHAFEN  (Westteil) (A 3),FRANKFURT - FLUGHAFEN  (Ostteil) (A 3)
0.5,FRANKFURT - FLUGHAFEN  (Ostteil) (A 3),FRANKFURT - FLUGHAFEN  (Westteil) (A 3)
1,FRANKFURT - FLUGHAFEN  (Ostteil) (A 3),FRANKFURTER KREUZ
1,FRANKFURTER KREUZ,FRANKFURT - FLUGHAFEN  (Ostteil) (A 3)
3,FRANKFURTER KREUZ,FRANKFURT - SUED (A 3)
3,FRANKFURT - SUED (A 3),FRANKFURTER KREUZ
6,FRANKFURT - SUED (A 3),OFFENBACHER KREUZ
6,OFFENBACHER KREUZ,FRANKFURT - SUED (A 3)
1,OFFENBACHER KREUZ,OFFENBACH (A 3)
1,OFFENBACH (A 3),OFFENBACHER KREUZ
6,OFFENBACH (A 3),OBERTSHAUSEN (A 3)
6,OBERTSHAUSEN (A 3),OFFENBACH (A 3)
5,OBERTSHAUSEN (A 3),KREUZ HANAU (A 3)
5,KREUZ HANAU (A 3),OBERTSHAUSEN (A 3)
5,KREUZ HANAU (A 3),SELIGENSTADT (A 3)
5,SELIGENSTADT (A 3),KREUZ HANAU (A 3)
7,SELIGENSTADT (A 3),SELIGENSTAEDTER DREIECK
7,SELIGENSTAEDTER DREIECK,SELIGENSTADT (A 3)
3,SELIGENSTAEDTER DREIECK,KREUZ STOCKSTADT
3,KREUZ STOCKSTADT,SELIGENSTAEDTER DREIECK
2,KREUZ STOCKSTADT,ASCHAFFENBURG (A 3)
2,ASCHAFFENBURG (A 3),KREUZ STOCKSTADT
7,ASCHAFFENBURG (A 3),ASCHAFFENBURG - OST (A 3)
7,ASCHAFFENBURG - OST (A 3),ASCHAFFENBURG (A 3)
2,ASCHAFFENBURG - OST (A 3),GOLDBACH (A 3)
2,GOLDBACH (A 3),ASCHAFFENBURG - OST (A 3)
2,GOLDBACH (A 3),HOESBACH (A 3)
2,HOESBACH (A 3),GOLDBACH (A 3)
3,HOESBACH (A 3),BESSENBACH / WALDASCHAFF (A 3)
3,BESSENBACH / WALDASCHAFF (A 3),HOESBACH (A 3)
9,BESSENBACH / WALDASCHAFF (A 3),WEIBERSBRUNN (A 3)
9,WEIBERSBRUNN (A 3),BESSENBACH / WALDASCHAFF (A 3)
6,WEIBERSBRUNN (A 3),ROHRBRUNN (A 3)
6,ROHRBRUNN (A 3),WEIBERSBRUNN (A 3)
16,ROHRBRUNN (A 3),MARKTHEIDENFELD (A 3)
16,MARKTHEIDENFELD (A 3),ROHRBRUNN (A 3)
7,MARKTHEIDENFELD (A 3),HELMSTADT (A 3)
7,HELMSTADT (A 3),MARKTHEIDENFELD (A 3)
4,HELMSTADT (A 3),DREIECK WUERZBURG - WEST
4,DREIECK WUERZBURG - WEST,HELMSTADT (A 3)
2,DREIECK WUERZBURG - WEST,WUERZBURG / KIST (A 3)
2,WUERZBURG / KIST (A 3),DREIECK WUERZBURG - WEST
6,WUERZBURG / KIST (A 3),KREUZ WUERZBURG - HEIDINGSFELD
6,KREUZ WUERZBURG - HEIDINGSFELD,WUERZBURG / KIST (A 3)
6,KREUZ WUERZBURG - HEIDINGSFELD,WUERZBURG / RANDERSACKER (A 3)
6,WUERZBURG / RANDERSACKER (A 3),KREUZ WUERZBURG - HEIDINGSFELD
7,WUERZBURG / RANDERSACKER (A 3),ROTTENDORF (A 3)
7,ROTTENDORF (A 3),WUERZBURG / RANDERSACKER (A 3)
2,ROTTENDORF (A 3),KREUZ BIEBELRIED
2,KREUZ BIEBELRIED,ROTTENDORF (A 3)
9,KREUZ BIEBELRIED,KITZINGEN / SCHWARZACH (A 3)
9,KITZINGEN / SCHWARZACH (A 3),KREUZ BIEBELRIED
10,KITZINGEN / SCHWARZACH (A 3),WIESENTHEID (A 3)
10,WIESENTHEID (A 3),KITZINGEN / SCHWARZACH (A 3)
10,WIESENTHEID (A 3),GEISELWIND (A 3)
10,GEISELWIND (A 3),WIESENTHEID (A 3)
12,GEISELWIND (A 3),SCHLUESSELFELD (A 3)
12,SCHLUESSELFELD (A 3),GEISELWIND (A 3)
12,SCHLUESSELFELD (A 3),HOECHSTADT - NORD (A 3)
12,HOECHSTADT - NORD (A 3),SCHLUESSELFELD (A 3)
3,HOECHSTADT - NORD (A 3),KREUZ POMMERSFELDEN
3,KREUZ POMMERSFELDEN,HOECHSTADT - NORD (A 3)
4,KREUZ POMMERSFELDEN,HOECHSTADT - OST (A 3)
4,HOECHSTADT - OST (A 3),KREUZ POMMERSFELDEN
9,HOECHSTADT - OST (A 3),ERLANGEN - WEST (A 3)
9,ERLANGEN - WEST (A 3),HOECHSTADT - OST (A 3)
2,ERLANGEN - WEST (A 3),KREUZ HESSDORF
2,KREUZ HESSDORF,ERLANGEN - WEST (A 3)
5,KREUZ HESSDORF,ERLANGEN - FRAUENAURACH (A 3)
5,ERLANGEN - FRAUENAURACH (A 3),KREUZ HESSDORF
4,ERLANGEN - FRAUENAURACH (A 3),KREUZ FUERTH / ERLANGEN
4,KREUZ FUERTH / ERLANGEN,ERLANGEN - FRAUENAURACH (A 3)
4,KREUZ FUERTH / ERLANGEN,ERLANGEN - TENNENLOHE (A 3)
4,ERLANGEN - TENNENLOHE (A 3),KREUZ FUERTH / ERLANGEN
9,ERLANGEN - TENNENLOHE (A 3),NUERNBERG - NORD (A 3)
9,NUERNBERG - NORD (A 3),ERLANGEN - TENNENLOHE (A 3)
4,NUERNBERG - NORD (A 3),NUERNBERG / BEHRINGERSDORF (A 3)
4,NUERNBERG / BEHRINGERSDORF (A 3),NUERNBERG - NORD (A 3)
1,NUERNBERG / BEHRINGERSDORF (A 3),NUERNBERG - MOEGELDORF (A 3)
1,NUERNBERG - MOEGELDORF (A 3),NUERNBERG / BEHRINGERSDORF (A 3)
4,NUERNBERG - MOEGELDORF (A 3),KREUZ NUERNBERG
4,KREUZ NUERNBERG,NUERNBERG - MOEGELDORF (A 3)
8,KREUZ NUERNBERG,KREUZ ALTDORF
8,KREUZ ALTDORF,KREUZ NUERNBERG
4,KREUZ ALTDORF,ALTDORF / BURGTHANN (A 3)
4,ALTDORF / BURGTHANN (A 3),KREUZ ALTDORF
7,ALTDORF / BURGTHANN (A 3),OBEROELSBACH (A 3)
7,OBEROELSBACH (A 3),ALTDORF / BURGTHANN (A 3)
6,OBEROELSBACH (A 3),NEUMARKT   NEUMARKT - NORD (A 3)
6,NEUMARKT   NEUMARKT - NORD (A 3),OBEROELSBACH (A 3)
17,NEUMARKT   NEUMARKT - NORD (A 3),VELBURG (A 3)
17,VELBURG (A 3),NEUMARKT   NEUMARKT - NORD (A 3)
10,VELBURG (A 3),PARSBERG (A 3)
10,PARSBERG (A 3),VELBURG (A 3)
11,PARSBERG (A 3),BERATZHAUSEN (A 3)
11,BERATZHAUSEN (A 3),PARSBERG (A 3)
6,BERATZHAUSEN (A 3),LAABER (A 3)
6,LAABER (A 3),BERATZHAUSEN (A 3)
9,LAABER (A 3),NITTENDORF (A 3)
9,NITTENDORF (A 3),LAABER (A 3)
8,NITTENDORF (A 3),SINZING (A 3)
8,SINZING (A 3),NITTENDORF (A 3)
3,SINZING (A 3),KREUZ REGENSBURG
3,KREUZ REGENSBURG,SINZING (A 3)
3,KREUZ REGENSBURG,REGENSBURG - OST (A 3)
3,REGENSBURG - OST (A 3),KREUZ REGENSBURG
3,REGENSBURG - OST (A 3),NEUTRAUBLING (A 3)
3,NEUTRAUBLING (A 3),REGENSBURG - OST (A 3)
3,NEUTRAUBLING (A 3),ROSENHOF (A 3)
3,ROSENHOF (A 3),NEUTRAUBLING (A 3)
9,ROSENHOF (A 3),KIRCHROTH (A 3)
9,KIRCHROTH (A 3),ROSENHOF (A 3)
6,KIRCHROTH (A 3),STRAUBING (A 3)
6,STRAUBING (A 3),KIRCHROTH (A 3)
9,STRAUBING (A 3),BOGEN (A 3)
9,BOGEN (A 3),STRAUBING (A 3)
6,BOGEN (A 3),SCHWARZACH (A 3)
6,SCHWARZACH (A 3),BOGEN (A 3)
9,SCHWARZACH (A 3),METTEN (A 3)
9,METTEN (A 3),SCHWARZACH (A 3)
5,METTEN (A 3),KREUZ DEGGENDORF
5,KREUZ DEGGENDORF,METTEN (A 3)
9,KREUZ DEGGENDORF,HENGERSBERG (A 3)
9,HENGERSBERG (A 3),KREUZ DEGGENDORF
9,HENGERSBERG (A 3),IGGENSBACH (A 3)
9,IGGENSBACH (A 3),HENGERSBERG (A 3)
7,IGGENSBACH (A 3),GARHAM / VILSHOFEN (A 3)
7,GARHAM / VILSHOFEN (A 3),IGGENSBACH (A 3)
5,GARHAM / VILSHOFEN (A 3),AICHA (A 3)
5,AICHA (A 3),GARHAM / VILSHOFEN (A 3)
11,AICHA (A 3),PASSAU - NORD (A 3)
11,PASSAU - NORD (A 3),AICHA (A 3)
5,PASSAU - NORD (A 3),PASSAU - MITTE (A 3)
5,PASSAU - MITTE (A 3),PASSAU - NORD (A 3)
3,PASSAU - MITTE (A 3),PASSAU - SUED (A 3)
3,PASSAU - SUED (A 3),PASSAU - MITTE (A 3)
12,PASSAU - SUED (A 3),KREUZ POCKING
12,KREUZ POCKING,PASSAU - SUED (A 3)
1,AACHEN - LAURENSBERG (A 4),KREUZ WUERSELEN
1,KREUZ WUERSELEN,AACHEN - LAURENSBERG (A 4)
1,KREUZ WUERSELEN,AACHEN - ZENTRUM (A 4)
1,AACHEN - ZENTRUM (A 4),KREUZ WUERSELEN
4,AACHEN - ZENTRUM (A 4),KREUZ AACHEN  (Westteil)
4,KREUZ AACHEN  (Westteil),AACHEN - ZENTRUM (A 4)
0.5,KREUZ AACHEN  (Westteil),KREUZ AACHEN  (Ostteil)
0.5,KREUZ AACHEN  (Ostteil),KREUZ AACHEN  (Westteil)
5,KREUZ AACHEN  (Ostteil),ESCHWEILER - WEST (A 4)
5,ESCHWEILER - WEST (A 4),KREUZ AACHEN  (Ostteil)
3,ESCHWEILER - WEST (A 4),ESCHWEILER - OST (A 4)
3,ESCHWEILER - OST (A 4),ESCHWEILER - WEST (A 4)
2,ESCHWEILER - OST (A 4),WEISWEILER (A 4)
2,WEISWEILER (A 4),ESCHWEILER - OST (A 4)
4,WEISWEILER (A 4),LANGERWEHE (A 4)
4,LANGERWEHE (A 4),WEISWEILER (A 4)
5,LANGERWEHE (A 4),DUEREN (A 4)
5,DUEREN (A 4),LANGERWEHE (A 4)
3,DUEREN (A 4),KREUZ DUEREN
3,KREUZ DUEREN,DUEREN (A 4)
6.5,KREUZ DUEREN,BUIR (A 4)
6.5,BUIR (A 4),KREUZ DUEREN
6,BUIR (A 4),KERPEN (A 4)
6,KERPEN (A 4),BUIR (A 4)
0.5,KERPEN (A 4),KREUZ KERPEN
0.5,KREUZ KERPEN,KERPEN (A 4)
6,KREUZ KERPEN,KREUZ FRECHEN - KOENIGSDORF
6,KREUZ FRECHEN - KOENIGSDORF,KREUZ KERPEN
4,KREUZ FRECHEN - KOENIGSDORF,FRECHEN - NORD (A 4)
4,FRECHEN - NORD (A 4),KREUZ FRECHEN - KOENIGSDORF
2,FRECHEN - NORD (A 4),KREUZ KOELN - WEST
2,KREUZ KOELN - WEST,FRECHEN - NORD (A 4)
6,KREUZ KOELN - WEST,KOELN - KLETTENBERG (A 4)
6,KOELN - KLETTENBERG (A 4),KREUZ KOELN - WEST
1,KOELN - KLETTENBERG (A 4),KOELN - EIFELTOR (A 4)
1,KOELN - EIFELTOR (A 4),KOELN - KLETTENBERG (A 4)
2,KOELN - EIFELTOR (A 4),KREUZ RADERTHA
2,KREUZ RADERTHA,KOELN - EIFELTOR (A 4)
1,KREUZ RADERTHA,KREUZ KOELN - SUED
1,KREUZ KOELN - SUED,KREUZ RADERTHA
4,KREUZ KOELN - SUED,KOELN - POLL (A 4)
4,KOELN - POLL (A 4),KREUZ KOELN - SUED
2,KOELN - POLL (A 4),KREUZ GREMBERG
2,KREUZ GREMBERG,KOELN - POLL (A 4)
2,KREUZ GREMBERG,DREIECK KOELN - HEUMAR
2,DREIECK KOELN - HEUMAR,KREUZ GREMBERG
4,DREIECK KOELN - HEUMAR,KREUZ KOELN - OST
4,KREUZ KOELN - OST,DREIECK KOELN - HEUMAR
2,KREUZ KOELN - OST,KOELN - MERHEIM (A 4)
2,KOELN - MERHEIM (A 4),KREUZ KOELN - OST
3,KOELN - MERHEIM (A 4),REFRATH (A 4)
3,REFRATH (A 4),KOELN - MERHEIM (A 4)
2,REFRATH (A 4),BENSBERG (A 4)
2,BENSBERG (A 4),REFRATH (A 4)
4,BENSBERG (A 4),MOITZFELD (A 4)
4,MOITZFELD (A 4),BENSBERG (A 4)
3,MOITZFELD (A 4),UNTERESCHBACH (A 4)
3,UNTERESCHBACH (A 4),MOITZFELD (A 4)
4,UNTERESCHBACH (A 4),KREUZ OVERATH
4,KREUZ OVERATH,UNTERESCHBACH (A 4)
3,KREUZ OVERATH,OVERATH (A 4)
3,OVERATH (A 4),KREUZ OVERATH
11,OVERATH (A 4),ENGELSKIRCHEN (A 4)
11,ENGELSKIRCHEN (A 4),OVERATH (A 4)
3,ENGELSKIRCHEN (A 4),BIELSTEIN (A 4)
3,BIELSTEIN (A 4),ENGELSKIRCHEN (A 4)
4,BIELSTEIN (A 4),GUMMERSBACH (A 4)
4,GUMMERSBACH (A 4),BIELSTEIN (A 4)
9,GUMMERSBACH (A 4),KREUZ REICHSHOF / BERGNEUSTADT
9,KREUZ REICHSHOF / BERGNEUSTADT,GUMMERSBACH (A 4)
6,KREUZ REICHSHOF / BERGNEUSTADT,ECKENHAGEN (A 4)
6,ECKENHAGEN (A 4),KREUZ REICHSHOF / BERGNEUSTADT
9,ECKENHAGEN (A 4),KREUZ OLPE - SUED
9,KREUZ OLPE - SUED,ECKENHAGEN (A 4)
0.5,KREUZ OLPE - SUED,WENDEN (A 4)
0.5,WENDEN (A 4),KREUZ OLPE - SUED
6,WENDEN (A 4),KROMBACH (A 4)
6,KROMBACH (A 4),WENDEN (A 4)
176,KROMBACH (A 4),KIRCHHEIMER DREIECK
176,KIRCHHEIMER DREIECK,KROMBACH (A 4)
10,KIRCHHEIMER DREIECK,BAD HERSFELD (A 4)
10,BAD HERSFELD (A 4),KIRCHHEIMER DREIECK
11,BAD HERSFELD (A 4),FRIEDEWALD (A 4)
11,FRIEDEWALD (A 4),BAD HERSFELD (A 4)
7,FRIEDEWALD (A 4),WILDECK - HOENEBACH (A 4)
7,WILDECK - HOENEBACH (A 4),FRIEDEWALD (A 4)
7,WILDECK - HOENEBACH (A 4),WILDECK - OBERSUHL (A 4)
7,WILDECK - OBERSUHL (A 4),WILDECK - HOENEBACH (A 4)
2,WILDECK - OBERSUHL (A 4),GERSTUNGEN (A 4)
2,GERSTUNGEN (A 4),WILDECK - OBERSUHL (A 4)
8,GERSTUNGEN (A 4),WOMMEN (A 4)
8,WOMMEN (A 4),GERSTUNGEN (A 4)
4,WOMMEN (A 4),HERLESHAUSEN (A 4)
4,HERLESHAUSEN (A 4),WOMMEN (A 4)
7,HERLESHAUSEN (A 4),EISENACH - WEST (A 4)
7,EISENACH - WEST (A 4),HERLESHAUSEN (A 4)
11,EISENACH - WEST (A 4),EISENACH - OST (A 4)
11,EISENACH - OST (A 4),EISENACH - WEST (A 4)
9,EISENACH - OST (A 4),SAETTELSTAEDT (A 4)
9,SAETTELSTAEDT (A 4),EISENACH - OST (A 4)
6,SAETTELSTAEDT (A 4),WALTERSHAUSEN (A 4)
6,WALTERSHAUSEN (A 4),SAETTELSTAEDT (A 4)
5,WALTERSHAUSEN (A 4),GOTHA - BOXBERG (A 4)
5,GOTHA - BOXBERG (A 4),WALTERSHAUSEN (A 4)
8,GOTHA - BOXBERG (A 4),GOTHA (A 4)
8,GOTHA (A 4),GOTHA - BOXBERG (A 4)
8,GOTHA (A 4),WANDERSLEBEN (A 4)
8,WANDERSLEBEN (A 4),GOTHA (A 4)
2,WANDERSLEBEN (A 4),NEUDIETENDORF (A 4)
2,NEUDIETENDORF (A 4),WANDERSLEBEN (A 4)
4,NEUDIETENDORF (A 4),KREUZ ERFURT
4,KREUZ ERFURT,NEUDIETENDORF (A 4)
4,KREUZ ERFURT,ERFURT - WEST (A 4)
4,ERFURT - WEST (A 4),KREUZ ERFURT
10,ERFURT - WEST (A 4),ERFURT - OST (A 4)
10,ERFURT - OST (A 4),ERFURT - WEST (A 4)
